Heartrate;Speed;Cadence;Steplenght;Inclination
92;6.1;0.8;0.5;2.5;2018-05-28 10:18:06.940476
71;6.1;0.8;0.5;3.5;2018-05-28 10:18:07.941702
74;4.1;0.8;0.5;2.5;2018-05-28 10:18:08.942925
73;4.1;0.8;0.5;3.5;2018-05-28 10:18:09.944169
76;6.1;0.8;0.5;3.5;2018-05-28 10:18:10.945429
98;4.1;0.8;0.5;3.5;2018-05-28 10:18:11.946666
73;6.1;0.8;0.5;2.5;2018-05-28 10:18:12.947901
76;4.1;0.8;0.5;3.5;2018-05-28 10:18:13.949149
72;5.1;0.8;0.5;3.5;2018-05-28 10:18:14.950388
89;5.1;0.8;0.5;2.5;2018-05-28 10:18:15.951882
92;6.1;0.8;0.5;3.5;2018-05-28 10:18:16.952805
97;4.1;0.8;0.5;2.5;2018-05-28 10:18:17.954041
98;5.1;0.8;0.5;2.5;2018-05-28 10:18:18.955283
96;5.1;0.8;0.5;3.5;2018-05-28 10:18:19.956198
86;4.1;0.8;0.5;1.5;2018-05-28 10:18:20.957469
80;5.1;0.8;0.5;2.5;2018-05-28 10:18:21.958738
100;4.1;0.8;0.5;2.5;2018-05-28 10:18:22.959981
74;6.1;0.8;0.5;1.5;2018-05-28 10:18:23.961212
78;5.1;0.8;0.5;2.5;2018-05-28 10:18:24.962116
91;5.1;0.8;0.5;3.5;2018-05-28 10:18:25.963351
92;5.1;0.8;0.5;2.5;2018-05-28 10:18:26.964128
72;6.1;0.8;0.5;1.5;2018-05-28 10:18:27.965406
88;5.1;0.8;0.5;2.5;2018-05-28 10:18:28.965849
77;4.1;0.8;0.5;2.5;2018-05-28 10:18:29.967172
87;6.1;0.8;0.5;3.5;2018-05-28 10:18:30.968426
83;4.1;0.8;0.5;1.5;2018-05-28 10:18:31.969674
86;4.1;0.8;0.5;2.5;2018-05-28 10:18:32.970923
82;6.1;0.8;0.5;3.5;2018-05-28 10:18:33.972156
100;4.1;0.8;0.5;3.5;2018-05-28 10:18:34.973359
81;5.1;0.8;0.5;1.5;2018-05-28 10:18:35.974584
78;6.1;0.8;0.5;1.5;2018-05-28 10:18:36.975850
88;4.1;0.8;0.5;1.5;2018-05-28 10:18:37.977117
80;5.1;0.8;0.5;3.5;2018-05-28 10:18:38.978356
88;5.1;0.8;0.5;2.5;2018-05-28 10:18:39.979596
90;5.1;0.8;0.5;2.5;2018-05-28 10:18:40.980839
90;6.1;0.8;0.5;2.5;2018-05-28 10:18:41.982055
93;4.1;0.8;0.5;2.5;2018-05-28 10:18:42.983290
72;4.1;0.8;0.5;3.5;2018-05-28 10:18:43.984237
90;4.1;0.8;0.5;2.5;2018-05-28 10:18:44.984807
96;4.1;0.8;0.5;2.5;2018-05-28 10:18:45.986074
91;4.1;0.8;0.5;1.5;2018-05-28 10:18:46.987310
92;4.1;0.8;0.5;2.5;2018-05-28 10:18:47.988553
93;5.1;0.8;0.5;1.5;2018-05-28 10:18:48.989810
76;5.1;0.8;0.5;2.5;2018-05-28 10:18:49.991038
72;4.1;0.8;0.5;1.5;2018-05-28 10:18:50.992259
74;4.1;0.8;0.5;1.5;2018-05-28 10:18:51.993486
77;4.1;0.8;0.5;2.5;2018-05-28 10:18:52.994712
93;5.1;0.8;0.5;1.5;2018-05-28 10:18:53.995945
100;4.1;0.8;0.5;2.5;2018-05-28 10:18:54.997174
77;6.1;0.8;0.5;2.5;2018-05-28 10:18:55.998398
72;5.1;0.8;0.5;1.5;2018-05-28 10:18:56.999629
95;6.1;0.8;0.5;3.5;2018-05-28 10:18:58.000848
74;6.1;0.8;0.5;2.5;2018-05-28 10:18:59.002097
86;5.1;0.8;0.5;2.5;2018-05-28 10:19:00.003335
75;5.1;0.8;0.5;2.5;2018-05-28 10:19:01.004228
98;5.1;0.8;0.5;2.5;2018-05-28 10:19:02.005491
100;5.1;0.8;0.5;2.5;2018-05-28 10:19:03.005783
93;4.1;0.8;0.5;2.5;2018-05-28 10:19:04.007024
96;6.1;0.8;0.5;3.5;2018-05-28 10:19:05.008255
90;6.1;0.8;0.5;2.5;2018-05-28 10:19:06.009486
76;4.1;0.8;0.5;1.5;2018-05-28 10:19:07.010705
78;4.1;0.8;0.5;2.5;2018-05-28 10:19:08.011947
94;6.1;0.8;0.5;1.5;2018-05-28 10:19:09.013170
92;4.1;0.8;0.5;2.5;2018-05-28 10:19:10.014403
88;6.1;0.8;0.5;3.5;2018-05-28 10:19:11.015633
70;5.1;0.8;0.5;3.5;2018-05-28 10:19:12.016890
80;5.1;0.8;0.5;1.5;2018-05-28 10:19:13.018125
87;5.1;0.8;0.5;1.5;2018-05-28 10:19:14.019363
92;5.1;0.8;0.5;3.5;2018-05-28 10:19:15.020280
93;5.1;0.8;0.5;1.5;2018-05-28 10:19:16.021519
91;4.1;0.8;0.5;1.5;2018-05-28 10:19:17.022778
82;5.1;0.8;0.5;1.5;2018-05-28 10:19:18.024012
96;5.1;0.8;0.5;1.5;2018-05-28 10:19:19.025260
97;6.1;0.8;0.5;2.5;2018-05-28 10:19:20.026502
74;4.1;0.8;0.5;2.5;2018-05-28 10:19:21.027733
77;4.1;0.8;0.5;3.5;2018-05-28 10:19:22.028970
70;5.1;0.8;0.5;3.5;2018-05-28 10:19:23.030215
92;5.1;0.8;0.5;2.5;2018-05-28 10:19:24.031453
70;6.1;0.8;0.5;1.5;2018-05-28 10:19:25.032682
86;5.1;0.8;0.5;1.5;2018-05-28 10:19:26.033919
87;4.1;0.8;0.5;3.5;2018-05-28 10:19:27.035157
93;4.1;0.8;0.5;2.5;2018-05-28 10:19:28.036379
85;5.1;0.8;0.5;1.5;2018-05-28 10:19:29.036793
79;6.1;0.8;0.5;2.5;2018-05-28 10:19:30.038044
89;5.1;0.8;0.5;1.5;2018-05-28 10:19:31.038891
90;6.1;0.8;0.5;1.5;2018-05-28 10:19:32.040131
95;5.1;0.8;0.5;1.5;2018-05-28 10:19:33.041409
82;6.1;0.8;0.5;1.5;2018-05-28 10:19:34.042647
71;6.1;0.8;0.5;2.5;2018-05-28 10:19:35.043985
90;6.1;0.8;0.5;3.5;2018-05-28 10:19:36.044849
78;4.1;0.8;0.5;3.5;2018-05-28 10:19:37.046093
92;6.1;0.8;0.5;1.5;2018-05-28 10:19:38.047331
99;4.1;0.8;0.5;2.5;2018-05-28 10:19:39.048580
70;5.1;0.8;0.5;1.5;2018-05-28 10:19:40.049827
82;4.1;0.8;0.5;1.5;2018-05-28 10:19:41.051050
88;5.1;0.8;0.5;1.5;2018-05-28 10:19:42.052295
72;4.1;0.8;0.5;3.5;2018-05-28 10:19:43.053538
77;4.1;0.8;0.5;2.5;2018-05-28 10:19:44.054780
89;6.1;0.8;0.5;2.5;2018-05-28 10:19:45.055685
99;6.1;0.8;0.5;1.5;2018-05-28 10:19:46.056939
77;5.1;0.8;0.5;3.5;2018-05-28 10:19:47.058173
96;4.1;0.8;0.5;2.5;2018-05-28 10:19:48.059408
90;5.1;0.8;0.5;1.5;2018-05-28 10:19:49.060652
87;5.1;0.8;0.5;3.5;2018-05-28 10:19:50.061943
74;4.1;0.8;0.5;2.5;2018-05-28 10:19:51.063244
70;5.1;0.8;0.5;3.5;2018-05-28 10:19:52.064229
75;6.1;0.8;0.5;3.5;2018-05-28 10:19:53.065838
91;4.1;0.8;0.5;1.5;2018-05-28 10:19:54.067738
82;5.1;0.8;0.5;1.5;2018-05-28 10:19:55.068959
97;6.1;0.8;0.5;1.5;2018-05-28 10:19:56.070188
75;4.1;0.8;0.5;1.5;2018-05-28 10:19:57.071413
100;4.1;0.8;0.5;2.5;2018-05-28 10:19:58.072646
78;4.1;0.8;0.5;3.5;2018-05-28 10:19:59.073870
93;4.1;0.8;0.5;3.5;2018-05-28 10:20:00.075101
72;6.1;0.8;0.5;1.5;2018-05-28 10:20:01.076361
84;6.1;0.8;0.5;2.5;2018-05-28 10:20:02.077601
85;5.1;0.8;0.5;3.5;2018-05-28 10:20:03.078834
89;4.1;0.8;0.5;1.5;2018-05-28 10:20:04.080042
80;5.1;0.8;0.5;1.5;2018-05-28 10:20:05.081248
79;5.1;0.8;0.5;1.5;2018-05-28 10:20:06.082492
80;5.1;0.8;0.5;3.5;2018-05-28 10:20:07.083741
95;4.1;0.8;0.5;2.5;2018-05-28 10:20:08.084237
79;6.1;0.8;0.5;3.5;2018-05-28 10:20:09.085505
89;6.1;0.8;0.5;2.5;2018-05-28 10:20:10.086743
98;5.1;0.8;0.5;1.5;2018-05-28 10:20:11.088031
78;4.1;0.8;0.5;3.5;2018-05-28 10:20:12.089308
76;5.1;0.8;0.5;2.5;2018-05-28 10:20:13.090528
79;4.1;0.8;0.5;3.5;2018-05-28 10:20:14.091759
100;6.1;0.8;0.5;3.5;2018-05-28 10:20:15.092989
76;5.1;0.8;0.5;2.5;2018-05-28 10:20:16.094242
71;6.1;0.8;0.5;1.5;2018-05-28 10:20:17.095498
97;5.1;0.8;0.5;3.5;2018-05-28 10:20:18.096743
82;5.1;0.8;0.5;3.5;2018-05-28 10:20:19.097174
88;4.1;0.8;0.5;3.5;2018-05-28 10:20:20.097454
75;4.1;0.8;0.5;3.5;2018-05-28 10:20:21.097805
90;4.1;0.8;0.5;3.5;2018-05-28 10:20:22.099042
89;4.1;0.8;0.5;2.5;2018-05-28 10:20:23.100283
82;5.1;0.8;0.5;3.5;2018-05-28 10:20:24.101529
85;4.1;0.8;0.5;3.5;2018-05-28 10:20:25.102770
83;4.1;0.8;0.5;3.5;2018-05-28 10:20:26.104004
80;5.1;0.8;0.5;3.5;2018-05-28 10:20:27.105248
86;5.1;0.8;0.5;3.5;2018-05-28 10:20:28.106489
79;5.1;0.8;0.5;3.5;2018-05-28 10:20:29.107722
85;6.1;0.8;0.5;2.5;2018-05-28 10:20:30.109032
98;4.1;0.8;0.5;1.5;2018-05-28 10:20:31.110271
88;6.1;0.8;0.5;1.5;2018-05-28 10:20:32.111509
76;4.1;0.8;0.5;3.5;2018-05-28 10:20:33.112754
91;4.1;0.8;0.5;1.5;2018-05-28 10:20:34.114011
97;4.1;0.8;0.5;3.5;2018-05-28 10:20:35.115270
84;6.1;0.8;0.5;1.5;2018-05-28 10:20:36.116508
86;6.1;0.8;0.5;1.5;2018-05-28 10:20:37.117748
90;5.1;0.8;0.5;1.5;2018-05-28 10:20:38.118870
75;4.1;0.8;0.5;1.5;2018-05-28 10:20:39.120106
75;5.1;0.8;0.5;2.5;2018-05-28 10:20:40.121341
80;6.1;0.8;0.5;1.5;2018-05-28 10:20:41.121779
99;6.1;0.8;0.5;3.5;2018-05-28 10:20:42.123012
99;6.1;0.8;0.5;1.5;2018-05-28 10:20:43.124194
72;6.1;0.8;0.5;3.5;2018-05-28 10:20:44.125432
90;5.1;0.8;0.5;1.5;2018-05-28 10:20:45.126672
90;5.1;0.8;0.5;1.5;2018-05-28 10:20:46.127912
79;4.1;0.8;0.5;3.5;2018-05-28 10:20:47.128857
75;5.1;0.8;0.5;1.5;2018-05-28 10:20:48.129871
91;4.1;0.8;0.5;1.5;2018-05-28 10:20:49.131116
75;6.1;0.8;0.5;3.5;2018-05-28 10:20:50.132356
99;5.1;0.8;0.5;1.5;2018-05-28 10:20:51.133599
92;6.1;0.8;0.5;1.5;2018-05-28 10:20:52.134851
76;6.1;0.8;0.5;3.5;2018-05-28 10:20:53.136108
88;5.1;0.8;0.5;3.5;2018-05-28 10:20:54.137355
100;6.1;0.8;0.5;2.5;2018-05-28 10:20:55.138601
90;6.1;0.8;0.5;3.5;2018-05-28 10:20:56.139843
98;5.1;0.8;0.5;3.5;2018-05-28 10:20:57.141108
71;5.1;0.8;0.5;2.5;2018-05-28 10:20:58.142349
96;6.1;0.8;0.5;3.5;2018-05-28 10:20:59.143583
84;5.1;0.8;0.5;1.5;2018-05-28 10:21:00.144792
99;4.1;0.8;0.5;3.5;2018-05-28 10:21:01.146042
75;6.1;0.8;0.5;1.5;2018-05-28 10:21:02.147291
85;4.1;0.8;0.5;2.5;2018-05-28 10:21:03.148532
84;4.1;0.8;0.5;3.5;2018-05-28 10:21:04.149776
76;5.1;0.8;0.5;1.5;2018-05-28 10:21:05.151008
77;6.1;0.8;0.5;3.5;2018-05-28 10:21:06.152249
74;4.1;0.8;0.5;1.5;2018-05-28 10:21:07.153488
74;6.1;0.8;0.5;1.5;2018-05-28 10:21:08.154730
97;6.1;0.8;0.5;3.5;2018-05-28 10:21:09.156239
97;5.1;0.8;0.5;1.5;2018-05-28 10:21:10.157533
76;6.1;0.8;0.5;3.5;2018-05-28 10:21:11.158768
86;4.1;0.8;0.5;1.5;2018-05-28 10:21:12.160008
97;6.1;0.8;0.5;3.5;2018-05-28 10:21:13.161243
91;4.1;0.8;0.5;1.5;2018-05-28 10:21:14.162489
96;6.1;0.8;0.5;3.5;2018-05-28 10:21:15.163668
92;6.1;0.8;0.5;3.5;2018-05-28 10:21:16.164205
96;4.1;0.8;0.5;2.5;2018-05-28 10:21:17.165466
82;4.1;0.8;0.5;1.5;2018-05-28 10:21:18.166085
76;4.1;0.8;0.5;1.5;2018-05-28 10:21:19.167360
85;4.1;0.8;0.5;2.5;2018-05-28 10:21:20.168385
85;5.1;0.8;0.5;2.5;2018-05-28 10:21:21.169233
85;5.1;0.8;0.5;3.5;2018-05-28 10:21:22.170735
79;4.1;0.8;0.5;1.5;2018-05-28 10:21:23.171989
80;6.1;0.8;0.5;3.5;2018-05-28 10:21:24.173242
85;6.1;0.8;0.5;2.5;2018-05-28 10:21:25.174487
95;6.1;0.8;0.5;2.5;2018-05-28 10:21:26.175737
87;4.1;0.8;0.5;3.5;2018-05-28 10:21:27.176964
93;4.1;0.8;0.5;3.5;2018-05-28 10:21:28.178215
83;4.1;0.8;0.5;1.5;2018-05-28 10:21:29.179661
88;6.1;0.8;0.5;2.5;2018-05-28 10:21:30.181028
81;6.1;0.8;0.5;3.5;2018-05-28 10:21:31.182279
75;6.1;0.8;0.5;1.5;2018-05-28 10:21:32.183438
85;4.1;0.8;0.5;2.5;2018-05-28 10:21:33.184799
88;4.1;0.8;0.5;3.5;2018-05-28 10:21:34.186062
98;6.1;0.8;0.5;3.5;2018-05-28 10:21:35.187321
85;6.1;0.8;0.5;1.5;2018-05-28 10:21:36.188573
95;6.1;0.8;0.5;3.5;2018-05-28 10:21:37.189885
81;5.1;0.8;0.5;3.5;2018-05-28 10:21:38.191156
86;6.1;0.8;0.5;1.5;2018-05-28 10:21:39.192436
77;4.1;0.8;0.5;2.5;2018-05-28 10:21:40.193690
79;5.1;0.8;0.5;2.5;2018-05-28 10:21:41.194940
93;6.1;0.8;0.5;3.5;2018-05-28 10:21:42.196229
86;6.1;0.8;0.5;1.5;2018-05-28 10:21:43.197478
79;6.1;0.8;0.5;1.5;2018-05-28 10:21:44.198501
73;4.1;0.8;0.5;2.5;2018-05-28 10:21:45.199406
70;4.1;0.8;0.5;1.5;2018-05-28 10:21:46.200679
78;5.1;0.8;0.5;1.5;2018-05-28 10:21:47.201931
89;6.1;0.8;0.5;2.5;2018-05-28 10:21:48.203191
76;5.1;0.8;0.5;3.5;2018-05-28 10:21:49.204207
70;6.1;0.8;0.5;2.5;2018-05-28 10:21:50.205466
94;5.1;0.8;0.5;3.5;2018-05-28 10:21:51.206711
94;6.1;0.8;0.5;3.5;2018-05-28 10:21:52.207956
80;5.1;0.8;0.5;3.5;2018-05-28 10:21:53.208498
78;4.1;0.8;0.5;1.5;2018-05-28 10:21:54.208794
74;6.1;0.8;0.5;1.5;2018-05-28 10:21:55.210042
93;5.1;0.8;0.5;3.5;2018-05-28 10:21:56.211275
87;5.1;0.8;0.5;1.5;2018-05-28 10:21:57.212520
81;4.1;0.8;0.5;2.5;2018-05-28 10:21:58.213773
78;5.1;0.8;0.5;1.5;2018-05-28 10:21:59.215033
95;6.1;0.8;0.5;1.5;2018-05-28 10:22:00.216284
90;6.1;0.8;0.5;1.5;2018-05-28 10:22:01.216794
93;4.1;0.8;0.5;3.5;2018-05-28 10:22:02.218043
70;4.1;0.8;0.5;1.5;2018-05-28 10:22:03.219295
75;4.1;0.8;0.5;1.5;2018-05-28 10:22:04.220545
77;5.1;0.8;0.5;3.5;2018-05-28 10:22:05.221799
92;6.1;0.8;0.5;3.5;2018-05-28 10:22:06.223059
87;6.1;0.8;0.5;2.5;2018-05-28 10:22:07.224203
98;0.0;0.0;0.0;3.5;2018-05-28 10:22:08.225446
72;0.0;0.0;0.0;1.5;2018-05-28 10:22:09.226693
84;0.0;0.0;0.0;1.5;2018-05-28 10:22:10.227934
