Heartrate;Speed;Cadence;Steplenght;Inclination
92;5.1;0.8;0.5;2.5;2018-05-15 12:32:19.985594
82;6.1;0.8;0.5;3.5;2018-05-15 12:32:20.986805
85;4.1;0.8;0.5;3.5;2018-05-15 12:32:21.987672
96;5.1;0.8;0.5;3.5;2018-05-15 12:32:22.988985
88;6.1;0.8;0.5;1.5;2018-05-15 12:32:23.990228
79;6.1;0.8;0.5;3.5;2018-05-15 12:32:24.991067
97;4.1;0.8;0.5;1.5;2018-05-15 12:32:25.992349
98;5.1;0.8;0.5;3.5;2018-05-15 12:32:26.993631
86;5.1;0.8;0.5;2.5;2018-05-15 12:32:27.994836
97;5.1;0.8;0.5;2.5;2018-05-15 12:32:28.995764
75;4.1;0.8;0.5;2.5;2018-05-15 12:32:29.996155
76;6.1;0.8;0.5;2.5;2018-05-15 12:32:30.997447
90;4.1;0.8;0.5;2.5;2018-05-15 12:32:31.998741
96;4.1;0.8;0.5;1.5;2018-05-15 12:32:32.999956
92;5.1;0.8;0.5;3.5;2018-05-15 12:32:34.001164
80;5.1;0.8;0.5;3.5;2018-05-15 12:32:35.002375
81;5.1;0.8;0.5;1.5;2018-05-15 12:32:36.003586
74;6.1;0.8;0.5;1.5;2018-05-15 12:32:37.004794
100;6.1;0.8;0.5;2.5;2018-05-15 12:32:38.005611
89;5.1;0.8;0.5;2.5;2018-05-15 12:32:39.006897
82;5.1;0.8;0.5;1.5;2018-05-15 12:32:40.008185
79;4.1;0.8;0.5;2.5;2018-05-15 12:32:41.009473
81;4.1;0.8;0.5;1.5;2018-05-15 12:32:42.010755
71;4.1;0.8;0.5;2.5;2018-05-15 12:32:43.012055
81;5.1;0.8;0.5;1.5;2018-05-15 12:32:44.013345
87;5.1;0.8;0.5;3.5;2018-05-15 12:32:45.014641
86;5.1;0.8;0.5;2.5;2018-05-15 12:32:46.015936
87;4.1;0.8;0.5;1.5;2018-05-15 12:32:47.017224
99;6.1;0.8;0.5;3.5;2018-05-15 12:32:48.018520
84;5.1;0.8;0.5;1.5;2018-05-15 12:32:49.019804
87;4.1;0.8;0.5;1.5;2018-05-15 12:32:50.021097
90;4.1;0.8;0.5;3.5;2018-05-15 12:32:51.022384
90;0.0;0.0;0.0;2.5;2018-05-15 12:32:52.023610
97;0.0;0.0;0.0;3.5;2018-05-15 12:32:53.024810
83;0.0;0.0;0.0;2.5;2018-05-15 12:32:54.025459
87;0.0;0.0;0.0;3.5;2018-05-15 12:32:55.026667
89;0.0;0.0;0.0;1.5;2018-05-15 12:32:56.027654
79;0.0;0.0;0.0;2.5;2018-05-15 12:32:57.028861
77;0.0;0.0;0.0;2.5;2018-05-15 12:32:58.030067
80;0.0;0.0;0.0;1.5;2018-05-15 12:32:59.031275
73;0.0;0.0;0.0;3.5;2018-05-15 12:33:00.031952
92;0.0;0.0;0.0;2.5;2018-05-15 12:33:01.033315
96;0.0;0.0;0.0;2.5;2018-05-15 12:33:02.034519
70;0.0;0.0;0.0;3.5;2018-05-15 12:33:03.035723
70;0.0;0.0;0.0;3.5;2018-05-15 12:33:04.036937
73;0.0;0.0;0.0;2.5;2018-05-15 12:33:05.037308
70;0.0;0.0;0.0;2.5;2018-05-15 12:33:06.038508
78;0.0;0.0;0.0;3.5;2018-05-15 12:33:07.039712
80;0.0;0.0;0.0;2.5;2018-05-15 12:33:08.040483
83;0.0;0.0;0.0;2.5;2018-05-15 12:33:09.041692
86;0.0;0.0;0.0;1.5;2018-05-15 12:33:10.042892
97;0.0;0.0;0.0;3.5;2018-05-15 12:33:11.043740
97;0.0;0.0;0.0;3.5;2018-05-15 12:33:12.044815
71;0.0;0.0;0.0;1.5;2018-05-15 12:33:13.045617
74;0.0;0.0;0.0;1.5;2018-05-15 12:33:14.046503
86;0.0;0.0;0.0;3.5;2018-05-15 12:33:15.047712
84;0.0;0.0;0.0;2.5;2018-05-15 12:33:16.049003
96;0.0;0.0;0.0;3.5;2018-05-15 12:33:17.050349
72;0.0;0.0;0.0;3.5;2018-05-15 12:33:18.051657
92;0.0;0.0;0.0;3.5;2018-05-15 12:33:19.052878
76;0.0;0.0;0.0;3.5;2018-05-15 12:33:20.053957
77;0.0;0.0;0.0;2.5;2018-05-15 12:33:21.055168
100;0.0;0.0;0.0;1.5;2018-05-15 12:33:22.056373
73;0.0;0.0;0.0;3.5;2018-05-15 12:33:23.057589
89;0.0;0.0;0.0;1.5;2018-05-15 12:33:24.058027
92;0.0;0.0;0.0;1.5;2018-05-15 12:33:25.059250
86;0.0;0.0;0.0;3.5;2018-05-15 12:33:26.060456
93;0.0;0.0;0.0;3.5;2018-05-15 12:33:27.061668
86;0.0;0.0;0.0;2.5;2018-05-15 12:33:28.062881
74;0.0;0.0;0.0;2.5;2018-05-15 12:33:29.064100
75;0.0;0.0;0.0;2.5;2018-05-15 12:33:30.065309
70;0.0;0.0;0.0;2.5;2018-05-15 12:33:31.066514
79;0.0;0.0;0.0;2.5;2018-05-15 12:33:32.067242
74;0.0;0.0;0.0;3.5;2018-05-15 12:33:33.067961
79;0.0;0.0;0.0;2.5;2018-05-15 12:33:34.069166
93;0.0;0.0;0.0;2.5;2018-05-15 12:33:35.070374
76;0.0;0.0;0.0;1.5;2018-05-15 12:33:36.071580
81;0.0;0.0;0.0;1.5;2018-05-15 12:33:37.072204
90;0.0;0.0;0.0;1.5;2018-05-15 12:33:38.073407
86;0.0;0.0;0.0;3.5;2018-05-15 12:33:39.074616
96;0.0;0.0;0.0;3.5;2018-05-15 12:33:40.075843
98;0.0;0.0;0.0;2.5;2018-05-15 12:33:41.077055
93;0.0;0.0;0.0;2.5;2018-05-15 12:33:42.078262
100;0.0;0.0;0.0;2.5;2018-05-15 12:33:43.079469
84;0.0;0.0;0.0;3.5;2018-05-15 12:33:44.080673
77;0.0;0.0;0.0;3.5;2018-05-15 12:33:45.081877
81;0.0;0.0;0.0;3.5;2018-05-15 12:33:46.083080
85;0.0;0.0;0.0;2.5;2018-05-15 12:33:47.083950
70;0.0;0.0;0.0;3.5;2018-05-15 12:33:48.085168
89;0.0;0.0;0.0;3.5;2018-05-15 12:33:49.086374
82;0.0;0.0;0.0;2.5;2018-05-15 12:33:50.087585
84;0.0;0.0;0.0;2.5;2018-05-15 12:33:51.088791
73;0.0;0.0;0.0;3.5;2018-05-15 12:33:52.089994
96;0.0;0.0;0.0;1.5;2018-05-15 12:33:53.091195
81;0.0;0.0;0.0;3.5;2018-05-15 12:33:54.092398
72;0.0;0.0;0.0;2.5;2018-05-15 12:33:55.093613
96;0.0;0.0;0.0;3.5;2018-05-15 12:33:56.094818
91;0.0;0.0;0.0;1.5;2018-05-15 12:33:57.096023
86;0.0;0.0;0.0;2.5;2018-05-15 12:33:58.097227
89;0.0;0.0;0.0;3.5;2018-05-15 12:33:59.098440
77;0.0;0.0;0.0;3.5;2018-05-15 12:34:00.099649
82;0.0;0.0;0.0;1.5;2018-05-15 12:34:01.100867
88;0.0;0.0;0.0;3.5;2018-05-15 12:34:02.102076
93;0.0;0.0;0.0;1.5;2018-05-15 12:34:03.103282
73;0.0;0.0;0.0;3.5;2018-05-15 12:34:04.103958
72;0.0;0.0;0.0;1.5;2018-05-15 12:34:05.105170
98;0.0;0.0;0.0;3.5;2018-05-15 12:34:06.106454
82;0.0;0.0;0.0;3.5;2018-05-15 12:34:07.107748
100;0.0;0.0;0.0;3.5;2018-05-15 12:34:08.108257
87;0.0;0.0;0.0;2.5;2018-05-15 12:34:09.109469
97;0.0;0.0;0.0;3.5;2018-05-15 12:34:10.110676
81;0.0;0.0;0.0;3.5;2018-05-15 12:34:11.111890
93;0.0;0.0;0.0;3.5;2018-05-15 12:34:12.113097
80;0.0;0.0;0.0;2.5;2018-05-15 12:34:13.114306
90;0.0;0.0;0.0;1.5;2018-05-15 12:34:14.115510
80;0.0;0.0;0.0;2.5;2018-05-15 12:34:15.116721
79;0.0;0.0;0.0;3.5;2018-05-15 12:34:16.117110
97;0.0;0.0;0.0;3.5;2018-05-15 12:34:17.118320
75;0.0;0.0;0.0;3.5;2018-05-15 12:34:18.119524
88;0.0;0.0;0.0;3.5;2018-05-15 12:34:19.120733
93;0.0;0.0;0.0;1.5;2018-05-15 12:34:20.121953
83;0.0;0.0;0.0;3.5;2018-05-15 12:34:21.123223
90;0.0;0.0;0.0;1.5;2018-05-15 12:34:22.124530
94;0.0;0.0;0.0;1.5;2018-05-15 12:34:23.125833
98;0.0;0.0;0.0;3.5;2018-05-15 12:34:24.127195
84;0.0;0.0;0.0;2.5;2018-05-15 12:34:25.128461
82;0.0;0.0;0.0;3.5;2018-05-15 12:34:26.129683
86;0.0;0.0;0.0;3.5;2018-05-15 12:34:27.130908
88;0.0;0.0;0.0;2.5;2018-05-15 12:34:28.132129
82;0.0;0.0;0.0;1.5;2018-05-15 12:34:29.133339
94;0.0;0.0;0.0;1.5;2018-05-15 12:34:30.134546
71;0.0;0.0;0.0;3.5;2018-05-15 12:34:31.135752
70;0.0;0.0;0.0;2.5;2018-05-15 12:34:32.136968
74;0.0;0.0;0.0;3.5;2018-05-15 12:34:33.138187
78;0.0;0.0;0.0;3.5;2018-05-15 12:34:34.138749
79;0.0;0.0;0.0;2.5;2018-05-15 12:34:35.139974
94;0.0;0.0;0.0;1.5;2018-05-15 12:34:36.141222
82;0.0;0.0;0.0;2.5;2018-05-15 12:34:37.142343
78;0.0;0.0;0.0;3.5;2018-05-15 12:34:38.143626
88;0.0;0.0;0.0;3.5;2018-05-15 12:34:39.144930
70;0.0;0.0;0.0;2.5;2018-05-15 12:34:40.146240
88;0.0;0.0;0.0;3.5;2018-05-15 12:34:41.147554
73;0.0;0.0;0.0;2.5;2018-05-15 12:34:42.148803
86;0.0;0.0;0.0;1.5;2018-05-15 12:34:43.150022
95;0.0;0.0;0.0;2.5;2018-05-15 12:34:44.151227
80;0.0;0.0;0.0;3.5;2018-05-15 12:34:45.152433
84;0.0;0.0;0.0;1.5;2018-05-15 12:34:46.153653
78;0.0;0.0;0.0;2.5;2018-05-15 12:34:47.154876
84;0.0;0.0;0.0;1.5;2018-05-15 12:34:48.156098
86;0.0;0.0;0.0;1.5;2018-05-15 12:34:49.156667
99;0.0;0.0;0.0;1.5;2018-05-15 12:34:50.157491
85;0.0;0.0;0.0;2.5;2018-05-15 12:34:51.158700
100;0.0;0.0;0.0;3.5;2018-05-15 12:34:52.159915
95;0.0;0.0;0.0;1.5;2018-05-15 12:34:53.161124
93;0.0;0.0;0.0;2.5;2018-05-15 12:34:54.162333
81;0.0;0.0;0.0;2.5;2018-05-15 12:34:55.163538
97;0.0;0.0;0.0;3.5;2018-05-15 12:34:56.164747
100;0.0;0.0;0.0;3.5;2018-05-15 12:34:57.165958
77;0.0;0.0;0.0;3.5;2018-05-15 12:34:58.167232
85;0.0;0.0;0.0;3.5;2018-05-15 12:34:59.168538
92;0.0;0.0;0.0;3.5;2018-05-15 12:35:00.169836
94;0.0;0.0;0.0;2.5;2018-05-15 12:35:01.171143
81;0.0;0.0;0.0;3.5;2018-05-15 12:35:02.172375
85;0.0;0.0;0.0;3.5;2018-05-15 12:35:03.173581
75;0.0;0.0;0.0;1.5;2018-05-15 12:35:04.174781
89;0.0;0.0;0.0;1.5;2018-05-15 12:35:05.175987
77;0.0;0.0;0.0;2.5;2018-05-15 12:35:06.177191
91;0.0;0.0;0.0;2.5;2018-05-15 12:35:07.178392
76;0.0;0.0;0.0;2.5;2018-05-15 12:35:08.179596
95;0.0;0.0;0.0;2.5;2018-05-15 12:35:09.180472
92;0.0;0.0;0.0;1.5;2018-05-15 12:35:10.181680
89;0.0;0.0;0.0;2.5;2018-05-15 12:35:11.182871
91;0.0;0.0;0.0;1.5;2018-05-15 12:35:12.183884
99;0.0;0.0;0.0;3.5;2018-05-15 12:35:13.184895
75;0.0;0.0;0.0;2.5;2018-05-15 12:35:14.186106
88;0.0;0.0;0.0;3.5;2018-05-15 12:35:15.18732
