Heartrate;Speed;Cadence;Steplenght;Inclination
70;4.1;0.8;0.5;1.5;2018-06-06 14:40:35.930390
92;6.1;0.8;0.5;2.5;2018-06-06 14:40:36.931625
73;5.1;0.8;0.5;2.5;2018-06-06 14:40:37.932316
97;4.1;0.8;0.5;2.5;2018-06-06 14:40:38.933735
86;4.1;0.8;0.5;1.5;2018-06-06 14:40:39.934431
79;4.1;0.8;0.5;3.5;2018-06-06 14:40:40.935049
74;0.0;0.0;0.0;2.5;2018-06-06 14:40:41.935874
84;0.0;0.0;0.0;1.5;2018-06-06 14:40:42.937098
74;0.0;0.0;0.0;3.5;2018-06-06 14:40:43.938318
78;0.0;0.0;0.0;3.5;2018-06-06 14:40:44.939962
93;0.0;0.0;0.0;2.5;2018-06-06 14:40:45.941192
100;0.0;0.0;0.0;2.5;2018-06-06 14:40:46.942418
73;0.0;0.0;0.0;3.5;2018-06-06 14:40:47.943552
79;0.0;0.0;0.0;3.5;2018-06-06 14:40:48.944780
78;0.0;0.0;0.0;3.5;2018-06-06 14:40:49.946060
86;0.0;0.0;0.0;2.5;2018-06-06 14:40:50.946910
87;0.0;0.0;0.0;3.5;2018-06-06 14:40:51.948171
95;0.0;0.0;0.0;3.5;2018-06-06 14:40:52.949019
