Heartrate;Speed;Cadence;Steplenght;Inclination
90;6.1;0.8;0.5;2.5;2018-05-28 10:23:47.627970
78;5.1;0.8;0.5;2.5;2018-05-28 10:23:48.629214
84;6.1;0.8;0.5;2.5;2018-05-28 10:23:49.630466
97;4.1;0.8;0.5;2.5;2018-05-28 10:23:50.631716
99;6.1;0.8;0.5;3.5;2018-05-28 10:23:51.632967
82;6.1;0.8;0.5;1.5;2018-05-28 10:23:52.633856
79;5.1;0.8;0.5;1.5;2018-05-28 10:23:53.635086
83;4.1;0.8;0.5;3.5;2018-05-28 10:23:54.636316
85;4.1;0.8;0.5;1.5;2018-05-28 10:23:55.636790
96;6.1;0.8;0.5;3.5;2018-05-28 10:23:56.638114
97;6.1;0.8;0.5;1.5;2018-05-28 10:23:57.639346
83;4.1;0.8;0.5;2.5;2018-05-28 10:23:58.640213
100;4.1;0.8;0.5;3.5;2018-05-28 10:23:59.641482
85;6.1;0.8;0.5;2.5;2018-05-28 10:24:00.642720
75;5.1;0.8;0.5;3.5;2018-05-28 10:24:01.643704
82;5.1;0.8;0.5;3.5;2018-05-28 10:24:02.644239
94;4.1;0.8;0.5;2.5;2018-05-28 10:24:03.645331
86;4.1;0.8;0.5;2.5;2018-05-28 10:24:04.646547
74;6.1;0.8;0.5;1.5;2018-05-28 10:24:05.647083
91;4.1;0.8;0.5;2.5;2018-05-28 10:24:06.648121
99;4.1;0.8;0.5;1.5;2018-05-28 10:24:07.649152
93;4.1;0.8;0.5;2.5;2018-05-28 10:24:08.650211
85;4.1;0.8;0.5;2.5;2018-05-28 10:24:09.651266
72;6.1;0.8;0.5;1.5;2018-05-28 10:24:10.652332
90;6.1;0.8;0.5;3.5;2018-05-28 10:24:11.653377
83;6.1;0.8;0.5;2.5;2018-05-28 10:24:12.654437
78;6.1;0.8;0.5;1.5;2018-05-28 10:24:13.655496
98;4.1;0.8;0.5;3.5;2018-05-28 10:24:14.656546
83;6.1;0.8;0.5;2.5;2018-05-28 10:24:15.657333
74;4.1;0.8;0.5;3.5;2018-05-28 10:24:16.658408
80;5.1;0.8;0.5;3.5;2018-05-28 10:24:17.659462
74;6.1;0.8;0.5;2.5;2018-05-28 10:24:18.660518
78;6.1;0.8;0.5;3.5;2018-05-28 10:24:19.661525
92;5.1;0.8;0.5;1.5;2018-05-28 10:24:20.662331
93;6.1;0.8;0.5;2.5;2018-05-28 10:24:21.663549
94;4.1;0.8;0.5;1.5;2018-05-28 10:24:22.664240
71;5.1;0.8;0.5;3.5;2018-05-28 10:24:23.664836
85;5.1;0.8;0.5;1.5;2018-05-28 10:24:24.665879
72;4.1;0.8;0.5;3.5;2018-05-28 10:24:25.667207
74;5.1;0.8;0.5;1.5;2018-05-28 10:24:26.668264
78;4.1;0.8;0.5;2.5;2018-05-28 10:24:27.669337
93;6.1;0.8;0.5;2.5;2018-05-28 10:24:28.670389
90;6.1;0.8;0.5;2.5;2018-05-28 10:24:29.671495
70;5.1;0.8;0.5;1.5;2018-05-28 10:24:30.672540
98;4.1;0.8;0.5;1.5;2018-05-28 10:24:31.673614
94;4.1;0.8;0.5;2.5;2018-05-28 10:24:32.674579
92;6.1;0.8;0.5;3.5;2018-05-28 10:24:33.675529
84;6.1;0.8;0.5;1.5;2018-05-28 10:24:34.676603
87;6.1;0.8;0.5;2.5;2018-05-28 10:24:35.677880
86;4.1;0.8;0.5;3.5;2018-05-28 10:24:36.679128
77;4.1;0.8;0.5;1.5;2018-05-28 10:24:37.680379
94;4.1;0.8;0.5;2.5;2018-05-28 10:24:38.681553
90;5.1;0.8;0.5;1.5;2018-05-28 10:24:39.682790
80;5.1;0.8;0.5;2.5;2018-05-28 10:24:40.684033
71;5.1;0.8;0.5;2.5;2018-05-28 10:24:41.685277
88;5.1;0.8;0.5;2.5;2018-05-28 10:24:42.686524
94;4.1;0.8;0.5;2.5;2018-05-28 10:24:43.687769
94;5.1;0.8;0.5;1.5;2018-05-28 10:24:44.689016
86;4.1;0.8;0.5;3.5;2018-05-28 10:24:45.690270
88;6.1;0.8;0.5;2.5;2018-05-28 10:24:46.691518
73;4.1;0.8;0.5;3.5;2018-05-28 10:24:47.692773
77;6.1;0.8;0.5;2.5;2018-05-28 10:24:48.694016
76;5.1;0.8;0.5;2.5;2018-05-28 10:24:49.695264
86;4.1;0.8;0.5;3.5;2018-05-28 10:24:50.696501
99;4.1;0.8;0.5;3.5;2018-05-28 10:24:51.697744
91;5.1;0.8;0.5;1.5;2018-05-28 10:24:52.698989
75;4.1;0.8;0.5;2.5;2018-05-28 10:24:53.700234
72;5.1;0.8;0.5;1.5;2018-05-28 10:24:54.701035
89;4.1;0.8;0.5;1.5;2018-05-28 10:24:55.702270
71;4.1;0.8;0.5;3.5;2018-05-28 10:24:56.703504
96;6.1;0.8;0.5;1.5;2018-05-28 10:24:57.704186
91;4.1;0.8;0.5;1.5;2018-05-28 10:24:58.705583
78;4.1;0.8;0.5;3.5;2018-05-28 10:24:59.706837
93;4.1;0.8;0.5;2.5;2018-05-28 10:25:00.708089
79;4.1;0.8;0.5;3.5;2018-05-28 10:25:01.709351
81;6.1;0.8;0.5;2.5;2018-05-28 10:25:02.710604
95;6.1;0.8;0.5;3.5;2018-05-28 10:25:03.711844
97;6.1;0.8;0.5;1.5;2018-05-28 10:25:04.713085
93;5.1;0.8;0.5;2.5;2018-05-28 10:25:05.714333
92;6.1;0.8;0.5;1.5;2018-05-28 10:25:06.715569
90;4.1;0.8;0.5;1.5;2018-05-28 10:25:07.716544
71;4.1;0.8;0.5;2.5;2018-05-28 10:25:08.717787
89;5.1;0.8;0.5;2.5;2018-05-28 10:25:09.719021
84;5.1;0.8;0.5;1.5;2018-05-28 10:25:10.720392
77;6.1;0.8;0.5;3.5;2018-05-28 10:25:11.721636
98;5.1;0.8;0.5;1.5;2018-05-28 10:25:12.722446
98;4.1;0.8;0.5;3.5;2018-05-28 10:25:13.723678
85;4.1;0.8;0.5;3.5;2018-05-28 10:25:14.724191
83;5.1;0.8;0.5;1.5;2018-05-28 10:25:15.724792
84;4.1;0.8;0.5;2.5;2018-05-28 10:25:16.726034
70;4.1;0.8;0.5;3.5;2018-05-28 10:25:17.727281
99;4.1;0.8;0.5;3.5;2018-05-28 10:25:18.729092
97;5.1;0.8;0.5;3.5;2018-05-28 10:25:19.730370
98;4.1;0.8;0.5;2.5;2018-05-28 10:25:20.731623
94;4.1;0.8;0.5;1.5;2018-05-28 10:25:21.732886
71;6.1;0.8;0.5;2.5;2018-05-28 10:25:22.734128
76;6.1;0.8;0.5;3.5;2018-05-28 10:25:23.735386
79;6.1;0.8;0.5;2.5;2018-05-28 10:25:24.736625
72;4.1;0.8;0.5;1.5;2018-05-28 10:25:25.737873
73;5.1;0.8;0.5;3.5;2018-05-28 10:25:26.739116
98;5.1;0.8;0.5;1.5;2018-05-28 10:25:27.740359
71;5.1;0.8;0.5;1.5;2018-05-28 10:25:28.741605
93;4.1;0.8;0.5;2.5;2018-05-28 10:25:29.742843
82;5.1;0.8;0.5;2.5;2018-05-28 10:25:30.744088
74;4.1;0.8;0.5;1.5;2018-05-28 10:25:31.745397
79;4.1;0.8;0.5;1.5;2018-05-28 10:25:32.746751
96;4.1;0.8;0.5;2.5;2018-05-28 10:25:33.748099
86;5.1;0.8;0.5;3.5;2018-05-28 10:25:34.748887
99;5.1;0.8;0.5;3.5;2018-05-28 10:25:35.750176
90;6.1;0.8;0.5;3.5;2018-05-28 10:25:36.751422
78;5.1;0.8;0.5;2.5;2018-05-28 10:25:37.752667
86;5.1;0.8;0.5;1.5;2018-05-28 10:25:38.753914
97;6.1;0.8;0.5;2.5;2018-05-28 10:25:39.755168
73;5.1;0.8;0.5;2.5;2018-05-28 10:25:40.756407
92;6.1;0.8;0.5;2.5;2018-05-28 10:25:41.757647
74;5.1;0.8;0.5;3.5;2018-05-28 10:25:42.758883
74;6.1;0.8;0.5;3.5;2018-05-28 10:25:43.760126
97;5.1;0.8;0.5;1.5;2018-05-28 10:25:44.761384
75;5.1;0.8;0.5;1.5;2018-05-28 10:25:45.762623
95;6.1;0.8;0.5;3.5;2018-05-28 10:25:46.763328
72;5.1;0.8;0.5;3.5;2018-05-28 10:25:47.764577
79;5.1;0.8;0.5;3.5;2018-05-28 10:25:48.765839
99;5.1;0.8;0.5;1.5;2018-05-28 10:25:49.767446
75;5.1;0.8;0.5;3.5;2018-05-28 10:25:50.768755
94;6.1;0.8;0.5;2.5;2018-05-28 10:25:51.769305
90;4.1;0.8;0.5;1.5;2018-05-28 10:25:52.770564
95;4.1;0.8;0.5;1.5;2018-05-28 10:25:53.771827
91;5.1;0.8;0.5;1.5;2018-05-28 10:25:54.773126
83;4.1;0.8;0.5;1.5;2018-05-28 10:25:55.774378
71;4.1;0.8;0.5;1.5;2018-05-28 10:25:56.775640
95;5.1;0.8;0.5;3.5;2018-05-28 10:25:57.776928
83;6.1;0.8;0.5;2.5;2018-05-28 10:25:58.778182
84;6.1;0.8;0.5;2.5;2018-05-28 10:25:59.779426
85;4.1;0.8;0.5;1.5;2018-05-28 10:26:00.779847
100;4.1;0.8;0.5;3.5;2018-05-28 10:26:01.780806
72;5.1;0.8;0.5;3.5;2018-05-28 10:26:02.782051
71;5.1;0.8;0.5;1.5;2018-05-28 10:26:03.783216
100;5.1;0.8;0.5;1.5;2018-05-28 10:26:04.784202
81;6.1;0.8;0.5;1.5;2018-05-28 10:26:05.785447
89;5.1;0.8;0.5;1.5;2018-05-28 10:26:06.786696
76;5.1;0.8;0.5;1.5;2018-05-28 10:26:07.787937
75;4.1;0.8;0.5;3.5;2018-05-28 10:26:08.789193
94;6.1;0.8;0.5;1.5;2018-05-28 10:26:09.790446
95;4.1;0.8;0.5;1.5;2018-05-28 10:26:10.791695
77;4.1;0.8;0.5;2.5;2018-05-28 10:26:11.792952
74;4.1;0.8;0.5;3.5;2018-05-28 10:26:12.794215
87;6.1;0.8;0.5;1.5;2018-05-28 10:26:13.795466
77;6.1;0.8;0.5;1.5;2018-05-28 10:26:14.796721
73;6.1;0.8;0.5;3.5;2018-05-28 10:26:15.797993
96;4.1;0.8;0.5;3.5;2018-05-28 10:26:16.799247
73;4.1;0.8;0.5;1.5;2018-05-28 10:26:17.800826
84;4.1;0.8;0.5;1.5;2018-05-28 10:26:18.802283
73;6.1;0.8;0.5;2.5;2018-05-28 10:26:19.803545
99;4.1;0.8;0.5;2.5;2018-05-28 10:26:20.804808
83;6.1;0.8;0.5;1.5;2018-05-28 10:26:21.806069
88;6.1;0.8;0.5;1.5;2018-05-28 10:26:22.807318
71;4.1;0.8;0.5;2.5;2018-05-28 10:26:23.808565
79;4.1;0.8;0.5;1.5;2018-05-28 10:26:24.809829
82;4.1;0.8;0.5;1.5;2018-05-28 10:26:25.811088
76;6.1;0.8;0.5;1.5;2018-05-28 10:26:26.812345
75;6.1;0.8;0.5;3.5;2018-05-28 10:26:27.812792
92;0.0;0.0;0.0;1.5;2018-05-28 10:26:28.814034
93;0.0;0.0;0.0;1.5;2018-05-28 10:26:29.814717
95;0.0;0.0;0.0;3.5;2018-05-28 10:26:30.815948
94;0.0;0.0;0.0;1.5;2018-05-28 10:26:31.816850
91;0.0;0.0;0.0;3.5;2018-05-28 10:26:32.818087
75;0.0;0.0;0.0;3.5;2018-05-28 10:26:33.819340
92;0.0;0.0;0.0;3.5;2018-05-28 10:26:34.820593
100;0.0;0.0;0.0;1.5;2018-05-28 10:26:35.821865
83;0.0;0.0;0.0;2.5;2018-05-28 10:26:36.823119
70;0.0;0.0;0.0;2.5;2018-05-28 10:26:37.824199
93;0.0;0.0;0.0;3.5;2018-05-28 10:26:38.825444
76;0.0;0.0;0.0;1.5;2018-05-28 10:26:39.826686
94;0.0;0.0;0.0;2.5;2018-05-28 10:26:40.827954
84;0.0;0.0;0.0;2.5;2018-05-28 10:26:41.828972
80;0.0;0.0;0.0;3.5;2018-05-28 10:26:42.830219
84;0.0;0.0;0.0;2.5;2018-05-28 10:26:43.831470
79;0.0;0.0;0.0;3.5;2018-05-28 10:26:44.832148
77;0.0;0.0;0.0;3.5;2018-05-28 10:26:45.833399
100;0.0;0.0;0.0;3.5;2018-05-28 10:26:46.834645
71;0.0;0.0;0.0;2.5;2018-05-28 10:26:47.835890
96;0.0;0.0;0.0;3.5;2018-05-28 10:26:48.837129
87;0.0;0.0;0.0;3.5;2018-05-28 10:26:49.838365
89;0.0;0.0;0.0;1.5;2018-05-28 10:26:50.839610
81;0.0;0.0;0.0;1.5;2018-05-28 10:26:51.840853
92;0.0;0.0;0.0;2.5;2018-05-28 10:26:52.842093
72;0.0;0.0;0.0;2.5;2018-05-28 10:26:53.843334
97;0.0;0.0;0.0;3.5;2018-05-28 10:26:54.844580
87;0.0;0.0;0.0;1.5;2018-05-28 10:26:55.845898
91;0.0;0.0;0.0;1.5;2018-05-28 10:26:56.847248
87;0.0;0.0;0.0;2.5;2018-05-28 10:26:57.848611
81;0.0;0.0;0.0;3.5;2018-05-28 10:26:58.849976
84;0.0;0.0;0.0;3.5;2018-05-28 10:26:59.851258
88;0.0;0.0;0.0;1.5;2018-05-28 10:27:00.852500
