Heartrate;Speed;Cadence;Steplenght;Inclination
72;6.1;0.8;0.5;1.5;2018-06-14 11:17:55.934649
74;5.1;0.8;0.5;1.5;2018-06-14 11:17:56.935890
73;5.1;0.8;0.5;3.5;2018-06-14 11:17:57.937133
85;4.1;0.8;0.5;2.5;2018-06-14 11:17:58.938353
95;5.1;0.8;0.5;1.5;2018-06-14 11:17:59.939576
97;4.1;0.8;0.5;3.5;2018-06-14 11:18:00.940803
73;4.1;0.8;0.5;2.5;2018-06-14 11:18:01.941482
95;6.1;0.8;0.5;2.5;2018-06-14 11:18:02.941943
91;6.1;0.8;0.5;1.5;2018-06-14 11:18:03.943199
98;5.1;0.8;0.5;2.5;2018-06-14 11:18:04.944451
99;4.1;0.8;0.5;1.5;2018-06-14 11:18:05.945704
71;6.1;0.8;0.5;3.5;2018-06-14 11:18:06.946985
76;6.1;0.8;0.5;3.5;2018-06-14 11:18:07.948275
72;5.1;0.8;0.5;2.5;2018-06-14 11:18:08.949557
94;6.1;0.8;0.5;2.5;2018-06-14 11:18:09.950949
85;6.1;0.8;0.5;3.5;2018-06-14 11:18:10.953085
84;5.1;0.8;0.5;1.5;2018-06-14 11:18:11.954333
80;5.1;0.8;0.5;2.5;2018-06-14 11:18:12.955192
96;5.1;0.8;0.5;2.5;2018-06-14 11:18:13.956427
85;6.1;0.8;0.5;2.5;2018-06-14 11:18:14.957667
78;6.1;0.8;0.5;3.5;2018-06-14 11:18:15.958915
88;4.1;0.8;0.5;1.5;2018-06-14 11:18:16.959261
97;4.1;0.8;0.5;1.5;2018-06-14 11:18:17.960513
91;5.1;0.8;0.5;3.5;2018-06-14 11:18:18.961769
77;4.1;0.8;0.5;3.5;2018-06-14 11:18:19.963286
93;5.1;0.8;0.5;1.5;2018-06-14 11:18:20.964575
77;4.1;0.8;0.5;3.5;2018-06-14 11:18:21.965857
72;4.1;0.8;0.5;3.5;2018-06-14 11:18:22.967130
70;4.1;0.8;0.5;3.5;2018-06-14 11:18:23.969174
72;4.1;0.8;0.5;3.5;2018-06-14 11:18:24.970450
88;4.1;0.8;0.5;1.5;2018-06-14 11:18:25.971711
72;4.1;0.8;0.5;1.5;2018-06-14 11:18:26.973176
70;6.1;0.8;0.5;2.5;2018-06-14 11:18:27.974740
92;5.1;0.8;0.5;3.5;2018-06-14 11:18:28.976091
91;6.1;0.8;0.5;1.5;2018-06-14 11:18:29.977000
82;5.1;0.8;0.5;1.5;2018-06-14 11:18:30.978271
82;6.1;0.8;0.5;2.5;2018-06-14 11:18:31.979187
97;5.1;0.8;0.5;1.5;2018-06-14 11:18:32.980596
90;6.1;0.8;0.5;1.5;2018-06-14 11:18:33.981863
97;6.1;0.8;0.5;3.5;2018-06-14 11:18:34.983127
82;4.1;0.8;0.5;3.5;2018-06-14 11:18:35.984392
86;4.1;0.8;0.5;1.5;2018-06-14 11:18:36.985653
88;4.1;0.8;0.5;3.5;2018-06-14 11:18:37.986918
100;6.1;0.8;0.5;1.5;2018-06-14 11:18:38.988172
75;6.1;0.8;0.5;2.5;2018-06-14 11:18:39.989427
72;5.1;0.8;0.5;2.5;2018-06-14 11:18:40.990685
98;6.1;0.8;0.5;2.5;2018-06-14 11:18:41.991958
90;6.1;0.8;0.5;2.5;2018-06-14 11:18:42.992450
82;6.1;0.8;0.5;1.5;2018-06-14 11:18:43.993702
90;4.1;0.8;0.5;3.5;2018-06-14 11:18:44.994970
95;6.1;0.8;0.5;1.5;2018-06-14 11:18:45.996233
87;4.1;0.8;0.5;1.5;2018-06-14 11:18:46.997511
96;5.1;0.8;0.5;3.5;2018-06-14 11:18:47.998919
80;5.1;0.8;0.5;2.5;2018-06-14 11:18:49.000175
80;5.1;0.8;0.5;3.5;2018-06-14 11:18:50.001464
78;6.1;0.8;0.5;1.5;2018-06-14 11:18:51.002747
90;6.1;0.8;0.5;2.5;2018-06-14 11:18:52.004058
87;4.1;0.8;0.5;2.5;2018-06-14 11:18:53.005344
80;6.1;0.8;0.5;3.5;2018-06-14 11:18:54.006870
75;4.1;0.8;0.5;2.5;2018-06-14 11:18:55.008137
72;6.1;0.8;0.5;1.5;2018-06-14 11:18:56.009393
92;6.1;0.8;0.5;1.5;2018-06-14 11:18:57.010646
88;5.1;0.8;0.5;1.5;2018-06-14 11:18:58.011498
73;5.1;0.8;0.5;2.5;2018-06-14 11:18:59.012146
74;6.1;0.8;0.5;3.5;2018-06-14 11:19:00.012494
81;4.1;0.8;0.5;1.5;2018-06-14 11:19:01.013782
89;6.1;0.8;0.5;3.5;2018-06-14 11:19:02.014911
96;5.1;0.8;0.5;2.5;2018-06-14 11:19:03.016160
70;4.1;0.8;0.5;1.5;2018-06-14 11:19:04.017410
87;6.1;0.8;0.5;3.5;2018-06-14 11:19:05.018646
94;4.1;0.8;0.5;3.5;2018-06-14 11:19:06.019684
94;5.1;0.8;0.5;2.5;2018-06-14 11:19:07.021254
78;6.1;0.8;0.5;2.5;2018-06-14 11:19:08.021735
87;4.1;0.8;0.5;2.5;2018-06-14 11:19:09.022902
85;5.1;0.8;0.5;2.5;2018-06-14 11:19:10.024129
80;5.1;0.8;0.5;1.5;2018-06-14 11:19:11.025378
100;4.1;0.8;0.5;2.5;2018-06-14 11:19:12.026625
99;4.1;0.8;0.5;1.5;2018-06-14 11:19:13.027516
76;4.1;0.8;0.5;3.5;2018-06-14 11:19:14.028432
90;4.1;0.8;0.5;1.5;2018-06-14 11:19:15.029681
95;6.1;0.8;0.5;1.5;2018-06-14 11:19:16.030930
96;6.1;0.8;0.5;2.5;2018-06-14 11:19:17.031619
87;4.1;0.8;0.5;2.5;2018-06-14 11:19:18.032860
82;5.1;0.8;0.5;1.5;2018-06-14 11:19:19.034155
71;5.1;0.8;0.5;3.5;2018-06-14 11:19:20.035401
87;4.1;0.8;0.5;2.5;2018-06-14 11:19:21.036660
87;5.1;0.8;0.5;1.5;2018-06-14 11:19:22.037906
91;6.1;0.8;0.5;1.5;2018-06-14 11:19:23.039142
79;5.1;0.8;0.5;2.5;2018-06-14 11:19:24.040387
80;5.1;0.8;0.5;2.5;2018-06-14 11:19:25.041639
90;4.1;0.8;0.5;2.5;2018-06-14 11:19:26.042351
72;4.1;0.8;0.5;1.5;2018-06-14 11:19:27.042922
89;6.1;0.8;0.5;3.5;2018-06-14 11:19:28.044935
78;6.1;0.8;0.5;2.5;2018-06-14 11:19:29.046668
76;5.1;0.8;0.5;1.5;2018-06-14 11:19:30.048113
85;5.1;0.8;0.5;3.5;2018-06-14 11:19:31.049622
100;4.1;0.8;0.5;3.5;2018-06-14 11:19:32.050924
96;5.1;0.8;0.5;2.5;2018-06-14 11:19:33.052204
94;4.1;0.8;0.5;1.5;2018-06-14 11:19:34.053497
78;6.1;0.8;0.5;3.5;2018-06-14 11:19:35.054753
85;6.1;0.8;0.5;3.5;2018-06-14 11:19:36.056791
81;5.1;0.8;0.5;3.5;2018-06-14 11:19:37.058052
97;4.1;0.8;0.5;1.5;2018-06-14 11:19:38.059300
72;4.1;0.8;0.5;2.5;2018-06-14 11:19:39.060558
86;0.0;0.0;0.0;2.5;2018-06-14 11:19:40.061907
93;0.0;0.0;0.0;3.5;2018-06-14 11:19:41.063183
93;0.0;0.0;0.0;2.5;2018-06-14 11:19:42.064434
89;0.0;0.0;0.0;1.5;2018-06-14 11:19:43.065717
76;0.0;0.0;0.0;2.5;2018-06-14 11:19:44.066962
84;0.0;0.0;0.0;3.5;2018-06-14 11:19:45.068240
